Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address
Apartment,Sale,Unfurnished,"AED
779,000",1 bed,2 baths,688 sqft,"Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,440,750",2 beds,3 baths,"1,770 sqft","Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
779,000",1 bed,2 baths,688 sqft,"Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,628,000",2 beds,3 baths,"2,071 sqft","W1NNER Tower, JVT District 4, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,258,000",4 beds,5 baths,"1,803 sqft","Verdana Residence, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,101,000",1 bed,2 baths,890 sqft,"Ozone1 Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,268,515",1 bed,2 baths,829 sqft,"Sky Suites by Peace Homes, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
715,000",Studio,1 bath,456 sqft,"Parkside Boulevard by Tabeer, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,825,000",2 beds,3 baths,"1,185 sqft","Marquis Insignia, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,100,000",1 bed,2 baths,801 sqft,"Floarea Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
670,000",Studio,1 bath,434 sqft,"Floarea Grande, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,000,000",1 bed,2 baths,608 sqft,"One Beverly, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,550,000",2 beds,3 baths,"1,091 sqft","One Beverly, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,779,000",2 beds,3 baths,"1,534 sqft","Ozone1 Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
700,000",Studio,1 bath,392 sqft,"One Beverly, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,365,000",3 beds,4 baths,"1,522 sqft","48 Parkside, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,750,000",2 beds,3 baths,"1,212 sqft","48 Parkside, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,000,000",1 bed,2 baths,720 sqft,"Terra Tower, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,647,000",2 beds,3 baths,"1,231 sqft","Samana Avenue, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,250,000",1 bed,2 baths,930 sqft,"48 Parkside, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,640,000",2 beds,3 baths,"1,229 sqft","Samana Avenue, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,250,000",1 bed,2 baths,750 sqft,"Elitz 2 by Danube, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,159,777",1 bed,2 baths,867 sqft,"Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,640,000",2 beds,3 baths,"1,229 sqft","Samana Avenue, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,532,600",2 beds,2 baths,"1,056 sqft","Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,532,600",2 beds,2 baths,"1,056 sqft","Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,993,501",3 beds,3 baths,"1,929 sqft","Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,994,471",3 beds,3 baths,"1,920 sqft","Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
529,000",Studio,1 bath,356 sqft,"Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"AED
799,000",Studio,1 bath,624 sqft,"Elitz 2 by Danube, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,150,000",2 beds,3 baths,"1,100 sqft","Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,149,777",1 bed,2 baths,867 sqft,"Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,999,000",3 beds,5 baths,"1,700 sqft","Azizi Central, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
830,000",1 bed,2 baths,713 sqft,"Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,481,000",2 beds,3 baths,"1,035 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
916,500",Studio,1 bath,434 sqft,"Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
906,750",Studio,1 bath,435 sqft,"Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
779,000",Studio,1 bath,416 sqft,"Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,560,000",2 beds,3 baths,"1,213 sqft","The Boulevard by Prestige One, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
911,000",1 bed,2 baths,787 sqft,"Time 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,150,000",1 bed,2 baths,802 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,201,000",1 bed,2 baths,746 sqft,"Vega, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,601,000",2 beds,3 baths,"1,073 sqft","Vega, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,860,000",2 beds,3 baths,"1,643 sqft","The Community Sports Arena, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
3,180,000",1 bed,2 baths,"1,163 sqft","Flora Isle, Dubai Islands, Dubai, UAE"
Apartment,Sale,Furnished,"AED
3,240,000",2 beds,3 baths,"1,760 sqft","Flora Isle, Dubai Islands, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,200,000",2 beds,2 baths,929 sqft,"Sobha Creek Vistas Reserve, Sobha Hartland, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,375,000",2 beds,2 baths,"1,275 sqft","VIDA Residence 1, Vida Residence (The Hills), The Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,100,000",1 bed,2 baths,"1,139 sqft","Atelis at D3, Dubai Design District, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,100,000",1 bed,2 baths,"1,139 sqft","Atelis at D3, Dubai Design District, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
850,000",Studio,1 bath,435 sqft,"Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
724,000",Studio,1 bath,379 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,956,000",4 beds,5 baths,"2,352 sqft","DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
850,000",Studio,1 bath,432 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Furnished,"AED
4,739,391",3 beds,4 baths,"2,022 sqft","Sunset Bay by Imtiaz, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,049,747",2 beds,3 baths,"1,547 sqft","Sunset Bay by Imtiaz, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,024,576",1 bed,2 baths,"1,047 sqft","Sunset Bay by Imtiaz, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,910,416",1 bed,2 baths,"1,036 sqft","Sunset Bay by Imtiaz, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
725,000",Studio,1 bath,437 sqft,"Avelon Boulevard, Arjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
875,016",Studio,1 bath,469 sqft,"Sky Suites by Peace Homes, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
720,460",Studio,1 bath,439 sqft,"Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,307,897",1 bed,1 bath,815 sqft,"Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,514,713",2 beds,2 baths,"1,024 sqft","Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
945,624",Studio,1 bath,459 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,375,000",2 beds,3 baths,"1,225 sqft","ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
705,000",Studio,1 bath,354 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
888,000",1 bed,2 baths,695 sqft,"ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
850,000",Studio,1 bath,430 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
4,500,000",3 beds,4 baths,"4,754 sqft","Alana, The Valley by Emaar, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,346,212",1 bed,2 baths,"1,028 sqft","Cotier House by Imtiaz, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
850,000",Studio,1 bath,412 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
850,000",Studio,1 bath,439 sqft,"Binghatti Starlight, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,138,000",2 beds,3 baths,"1,175 sqft","Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,950,000",2 beds,3 baths,"1,197 sqft","Marina Arcade Tower, Dubai Marina, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,240,000",1 bed,2 baths,684 sqft,"The Willows Residences, District 11, Mohammed Bin Rashid City, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
2,580,000",4 beds,5 baths,"1,208 sqft","Park Greens, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Residential Building,Sale,Unfurnished,"AED
55,000,000",11 beds,11 baths,"40,000 sqft","Al Warsan Building, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,590,000",2 beds,2 baths,"1,261 sqft","Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
960,000",1 bed,2 baths,736 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"AED
935,000",1 bed,2 baths,730 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
600,000",Studio,1 bath,390 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"AED
534,000",Studio,1 bath,360 sqft,"Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,960,000",3 beds,2 baths,"1,594 sqft","Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,791,000",2 beds,3 baths,960 sqft,"Jardin Astral, Jumeirah Garden City, Al Satwa, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,590,000",1 bed,2 baths,850 sqft,"Jardin Astral, Jumeirah Garden City, Al Satwa, Dubai, UAE"
Apartment,Sale,Furnished,"AED
520,000",Studio,1 bath,358 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
636,000",Studio,1 bath,381 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,258,000",4 beds,4 baths,"1,803 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
4,500,000",4 beds,4 baths,"2,955 sqft","Trinity, The Park Villas, DAMAC Hills, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,350,000",3 beds,3 baths,"1,668 sqft","Basswood, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
956,250",2 beds,2 baths,"1,121 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
5,599,999",5 beds,6 baths,"4,205 sqft","Queens Meadows, DAMAC Hills, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
3,350,000",5 beds,6 baths,"3,397 sqft","Ibiza, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"AED
920,000",1 bed,2 baths,700 sqft,"Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,600,000",2 beds,2 baths,"1,261 sqft","Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,900,000",3 beds,2 baths,"1,594 sqft","Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Townhouse,Sale,Furnished,"AED
1,440,750",2 beds,3 baths,"1,770 sqft","Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Furnished,"AED
779,450",1 bed,2 baths,689 sqft,"Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Furnished,"AED
1,865,750",4 beds,5 baths,"3,307 sqft","Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,108,000",1 bed,2 baths,736 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"AED
996,000",Studio,1 bath,484 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
4,100,000",3 beds,4 baths,"1,837 sqft","Creek Views III by Azizi, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,480,000",4 beds,3 baths,"1,208 sqft","Victoria, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,870,000",2 beds,3 baths,"1,310 sqft","Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,848,000",3 beds,4 baths,"1,629 sqft","Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
424,999",1 bed,2 baths,730 sqft,"England Cluster, International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,589,999",3 beds,4 baths,"1,549 sqft","Binghatti Haven, Dubai Sports City, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
9,750,000",4 beds,4 baths,"3,358 sqft","District One, Mohammed Bin Rashid City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,421,260",2 beds,3 baths,"1,144 sqft","Jannat, Midtown, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
929,150",1 bed,2 baths,774 sqft,"Jannat, Midtown, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,333,000",3 beds,4 baths,"1,361 sqft","AG 9ine, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,152,000",2 beds,3 baths,"1,040 sqft","AG 9ine, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,526,000",2 beds,3 baths,"1,596 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
975,000",1 bed,1 bath,988 sqft,"Topaz Residences, Dubai Silicon Oasis (DSO), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,120,000",1 bed,2 baths,"1,249 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,302,103",1 bed,2 baths,"1,013 sqft","JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,115,000",1 bed,2 baths,"1,250 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,525,000",2 beds,3 baths,"1,596 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
7,583,000",3 beds,4 baths,"4,159 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
685,000",Studio,1 bath,446 sqft,"V1TER Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,408,000",2 beds,3 baths,"1,319 sqft","V1TER Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,200,000",1 bed,1 bath,651 sqft,"Forte 2, Forte, Downtown Dubai, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,103,000",1 bed,2 baths,829 sqft,"V1TER Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,560,000",3 beds,4 baths,"1,579 sqft","V1TER Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,695,000",1 bed,2 baths,890 sqft,"Tiger Sky Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
3,285,000",3 beds,4 baths,"1,923 sqft","Tiger Sky Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,487,000",2 beds,3 baths,"1,409 sqft","Tiger Sky Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
5,944,000",4 beds,5 baths,"2,660 sqft","Tiger Sky Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,289,000",3 beds,4 baths,"1,509 sqft","Vega, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
998,000",1 bed,2 baths,720 sqft,"The F1fth, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
7,580,000",3 beds,4 baths,"4,165 sqft","One by Binghatti, Business Bay, Dubai, UAE"
Villa,Sale,Furnished,"AED
60,000,000",6 beds,7 baths,"22,217 sqft","Sector W, Emirates Hills, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
999,000",Studio,1 bath,441 sqft,"Binghatti Aquarise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
599,999",Studio,1 bath,369 sqft,"Torino by ORO24, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,275,809",1 bed,2 baths,869 sqft,"JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,600,000",2 beds,2 baths,"1,057 sqft","Grove at Creek Beach, Dubai Creek Harbour, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,285,369",1 bed,2 baths,869 sqft,"JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,400,000",2 beds,3 baths,"1,228 sqft","Mayflower Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,306,000",2 beds,3 baths,"1,413 sqft","ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
590,000",Studio,1 bath,385 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
575,000",Studio,1 bath,347 sqft,"Azizi Milan 1, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,290,000",1 bed,2 baths,750 sqft,"Sola Residences, Wasl Gate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,318,000",2 beds,3 baths,"1,409 sqft","ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
900,000",1 bed,2 baths,790 sqft,"ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
907,000",1 bed,2 baths,789 sqft,"ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,140,000",3 beds,4 baths,"2,350 sqft","Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
597,000",Studio,1 bath,479 sqft,"ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
600,000",Studio,1 bath,450 sqft,"ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
909,000",2 beds,3 baths,786 sqft,"ELM at Park Five, Dubai Production City (IMPZ), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,118,331",Studio,1 bath,720 sqft,"JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,109,000",1 bed,2 baths,865 sqft,"Floarea Grande, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
690,000",Studio,1 bath,343 sqft,"Binghatti Azure, JVC District 16, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,602,834",3 beds,4 baths,"1,628 sqft","Takaya, Motor City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,825,664",2 beds,3 baths,"1,148 sqft","Takaya, Motor City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,233,421",1 bed,2 baths,765 sqft,"Takaya, Motor City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,746,150",2 beds,3 baths,"1,393 sqft","Equiti Garden, Al Furjan West, Al Furjan, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
10,244,250",5 beds,6 baths,"8,904 sqft","Takaya, Motor City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
930,000",1 bed,2 baths,793 sqft,"Verano by Prescott, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
573,000",Studio,1 bath,375 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
574,000",Studio,1 bath,375 sqft,"Azizi Raffi, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,370,000",3 beds,4 baths,"1,871 sqft","Verano by Prescott, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,660,000",2 beds,3 baths,"1,267 sqft","Parkside Boulevard by Tabeer, Arjan, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
5,000,000",3 beds,4 baths,"2,618 sqft","Nad Al Sheba Gardens 2, Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,400,000",1 bed,2 baths,"1,000 sqft","Marquis Insignia, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
15,000,000",4 beds,5 baths,"4,447 sqft","Address Residences Zabeel Tower 2, Address Residences Zabeel, Za'abeel 1, Za'abeel, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,860,000",2 beds,3 baths,"1,288 sqft","Marquis Insignia, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
825,000",Studio,1 bath,400 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,248,000",1 bed,2 baths,778 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,098,000",2 beds,3 baths,"1,279 sqft","Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,470,000",1 bed,1 bath,"1,079 sqft","Binghatti Hills, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,090,001",2 beds,3 baths,"1,292 sqft","Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
3,400,000",4 beds,5 baths,"1,550 sqft","DAMAC Sun City, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
827,000",Studio,1 bath,465 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
790,000",Studio,1 bath,450 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,240,000",1 bed,2 baths,793 sqft,"Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,990,000",2 beds,3 baths,"1,230 sqft","Binghatti Ivory, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
650,000",Studio,1 bath,427 sqft,"Verano by Prescott, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
975,000",1 bed,1 bath,"8,575 sqft","Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
580,000",Studio,1 bath,356 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,040,000",1 bed,2 baths,714 sqft,"Sola Residences, Wasl Gate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
855,000",1 bed,2 baths,750 sqft,"Mayflower Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
760,000",Studio,1 bath,584 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,080,000",1 bed,2 baths,830 sqft,"Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
3,370,000",3 beds,4 baths,"2,633 sqft","Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,030,000",2 beds,3 baths,"1,328 sqft","Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,121,419",Studio,1 bath,468 sqft,"Binghatti Aquarise, Business Bay, Dubai, UAE"
